"Customer","Sales Order ID","ShipDate","Product","Sales","Quantity"
"Colin, Shan","SO69780",2013-05-11,"Road-750 Black, 44",539.99,1
"Faith, Powell","SO69854",2013-05-12,"Road-750 Black, 44",539.99,1
"Alexandra, Ramirez","SO69934",2013-05-13,"Road-750 Black, 44",539.99,1
"Ernest, Guo","SO69923",2013-05-13,"Road-750 Black, 44",539.99,1
"Mackenzie, Torres","SO70000",2013-05-14,"Road-750 Black, 44",539.99,1
"Jason, Evans","SO70156",2013-05-16,"Road-750 Black, 44",539.99,1
"Shawn, Yuan","SO70245",2013-05-17,"Road-750 Black, 44",539.99,1
"Jésus, Sanz","SO70311",2013-05-18,"Road-750 Black, 44",539.99,1
"Brittany, Gonzales","SO70441",2013-05-20,"Road-750 Black, 44",539.99,1
"Lindsay, Shan","SO70446",2013-05-20,"Road-750 Black, 44",539.99,1
"Phillip, Madan","SO70592",2013-05-22,"Road-750 Black, 44",539.99,1
"Yolanda, Deng","SO70591",2013-05-22,"Road-750 Black, 44",539.99,1
"Karen, Lu","SO70745",2013-05-24,"Road-750 Black, 44",539.99,1
"Victoria, Coleman","SO70736",2013-05-24,"Road-750 Black, 44",539.99,1
"Jorge, Zheng","SO70747",2013-05-24,"Road-750 Black, 44",539.99,1
"Margaret, Zheng","SO70818",2013-05-25,"Road-750 Black, 44",539.99,1
"Dustin, Shen","SO70940",2013-05-27,"Road-750 Black, 44",539.99,1
"Jordan, Lal","SO71010",2013-05-28,"Road-750 Black, 44",539.99,1
"Jonathan, Li","SO71011",2013-05-28,"Road-750 Black, 44",539.99,1
"Ronald, Vance","SO71017",2013-05-28,"Road-750 Black, 44",539.99,1
"Alisha, Nath","SO71087",2013-05-29,"Road-750 Black, 44",539.99,1
"Alan, Chen","SO71089",2013-05-29,"Road-750 Black, 44",539.99,1
"Walter, Alvarez","SO71090",2013-05-29,"Road-750 Black, 44",539.99,1
"William, Anderson","SO71139",2013-05-30,"Road-750 Black, 44",539.99,1
"Blake, Jones","SO71209",2013-05-31,"Road-750 Black, 44",539.99,1
"Chloe, Carter","SO71206",2013-05-31,"Road-750 Black, 44",539.99,1
"Ariana, Ready","SO71208",2013-05-31,"Road-750 Black, 44",539.99,1
"Ebony, Alvarez","SO71215",2013-05-31,"Road-750 Black, 44",539.99,1
"Sydney, Phillips","SO71336",2013-06-02,"Road-750 Black, 44",539.99,1
"Alexandra, Gonzales","SO71478",2013-06-04,"Road-750 Black, 44",539.99,1
"Colleen, Xie","SO71552",2013-06-05,"Road-750 Black, 44",539.99,1
"Karen, Zhou","SO71554",2013-06-05,"Road-750 Black, 44",539.99,1
"Bryant, Patel","SO71558",2013-06-05,"Road-750 Black, 44",539.99,1
"Arianna, Flores","SO71614",2013-06-06,"Road-750 Black, 44",539.99,1
"Geoffrey, Subram","SO71622",2013-06-06,"Road-750 Black, 44",539.99,1
"Kevin, Gonzales","SO71680",2013-06-07,"Road-750 Black, 44",539.99,1
"Devin, Perry","SO71764",2013-06-08,"Road-750 Black, 44",539.99,1
"Diana, Gill","SO71772",2013-06-08,"Road-750 Black, 44",539.99,1
"Brent, He","SO71773",2013-06-08,"Road-750 Black, 44",539.99,1
"Dana, Ramos","SO71752",2013-06-08,"Road-750 Black, 44",539.99,1
"Rebekah, Ramos","SO71754",2013-06-08,"Road-750 Black, 44",539.99,1
"Kabbalah","SO71857",2013-06-09,"Road-750 Black, 44",323.99,1
"Dominique, Prasad","SO71995",2013-06-09,"Road-750 Black, 44",539.99,1
"Yurie Systems","SO71798",2013-06-09,"Road-750 Black, 44",647.99,2
"East","SO71864",2013-06-09,"Road-750 Black, 44",647.99,2
"Teca-Print","SO71837",2013-06-09,"Road-750 Black, 44",647.99,2
"T.F.C.","SO71938",2013-06-09,"Road-750 Black, 44",971.98,3
"ySecret","SO71781",2013-06-09,"Road-750 Black, 44",971.98,3
"Science Applications International (SAIC)","SO71792",2013-06-09,"Road-750 Black, 44","1,295.98",4
"TECC","SO71948",2013-06-09,"Road-750 Black, 44","2,267.96",7
"Willie, Huang","SO72060",2013-06-10,"Road-750 Black, 44",539.99,1
"Mary, Smith","SO72058",2013-06-10,"Road-750 Black, 44",539.99,1
"Jake, Zukowski","SO72111",2013-06-11,"Road-750 Black, 44",539.99,1
"Lindsey, Shen","SO72128",2013-06-11,"Road-750 Black, 44",539.99,1
"Carla, Madan","SO72169",2013-06-12,"Road-750 Black, 44",539.99,1
"Trevor, Powell","SO72270",2013-06-13,"Road-750 Black, 44",539.99,1
"Sean, Stewart","SO72343",2013-06-14,"Road-750 Black, 44",539.99,1
"Jessica, Bennett","SO72342",2013-06-14,"Road-750 Black, 44",539.99,1
"Richard, Wright","SO72339",2013-06-14,"Road-750 Black, 44",539.99,1
"Terrence, Nara","SO72509",2013-06-16,"Road-750 Black, 44",539.99,1
"Maria, Campbell","SO72568",2013-06-17,"Road-750 Black, 44",539.99,1
"Alisha, Ye","SO72715",2013-06-19,"Road-750 Black, 44",539.99,1
"Cynthia, Weber","SO72726",2013-06-19,"Road-750 Black, 44",539.99,1
"Eugene, Huang","SO72773",2013-06-20,"Road-750 Black, 44",539.99,1
"Bailey, Richardson","SO72780",2013-06-20,"Road-750 Black, 44",539.99,1
"Barbara, Zheng","SO72828",2013-06-21,"Road-750 Black, 44",539.99,1
"Evan, Turner","SO72950",2013-06-22,"Road-750 Black, 44",539.99,1
"Alexa, James","SO72928",2013-06-22,"Road-750 Black, 44",539.99,1
"Naomi, Gill","SO72949",2013-06-22,"Road-750 Black, 44",539.99,1
"Ramon, He","SO73032",2013-06-23,"Road-750 Black, 44",539.99,1
"Kaitlyn, Parker","SO73169",2013-06-25,"Road-750 Black, 44",539.99,1
"Sheila, Munoz","SO73163",2013-06-25,"Road-750 Black, 44",539.99,1
"Natasha, Martin","SO73164",2013-06-25,"Road-750 Black, 44",539.99,1
"Noah, Alexander","SO73244",2013-06-26,"Road-750 Black, 44",539.99,1
"Krystal, Ye","SO73255",2013-06-26,"Road-750 Black, 44",539.99,1
"Cheryl, Moreno","SO73327",2013-06-27,"Road-750 Black, 44",539.99,1
"Ryan, Johnson","SO73404",2013-06-28,"Road-750 Black, 44",539.99,1
"Kelvin, Goel","SO73405",2013-06-28,"Road-750 Black, 44",539.99,1
"Casey, Suarez","SO73500",2013-06-29,"Road-750 Black, 44",539.99,1
"Tony, Lal","SO73495",2013-06-29,"Road-750 Black, 44",539.99,1
"Jennifer, Reed","SO73572",2013-06-30,"Road-750 Black, 44",539.99,1
"Abigail, Cooper","SO73571",2013-06-30,"Road-750 Black, 44",539.99,1
"Taylor, Kelly","SO73625",2013-07-01,"Road-750 Black, 44",539.99,1
"Chase, Rivera","SO73633",2013-07-01,"Road-750 Black, 44",539.99,1
"Dwayne, Rubio","SO73632",2013-07-01,"Road-750 Black, 44",539.99,1
"Paige, Morris","SO73703",2013-07-02,"Road-750 Black, 44",539.99,1
"Summer, Perez","SO73702",2013-07-02,"Road-750 Black, 44",539.99,1
"Ronnie, He","SO73780",2013-07-03,"Road-750 Black, 44",539.99,1
"Dalton, Brown","SO73853",2013-07-04,"Road-750 Black, 44",539.99,1
"Haley, Hall","SO73847",2013-07-04,"Road-750 Black, 44",539.99,1
"Evan, Rogers","SO73928",2013-07-05,"Road-750 Black, 44",539.99,1
"Charles, Collins","SO73929",2013-07-05,"Road-750 Black, 44",539.99,1
"Gilbert, Ye","SO74027",2013-07-06,"Road-750 Black, 44",539.99,1
"Candice, Hu","SO74088",2013-07-07,"Road-750 Black, 44",539.99,1
"Ethan, Ross","SO74141",2013-07-08,"Road-750 Black, 44",539.99,1
"Lisa, Cai","SO61171",2013-01-07,"Road-750 Black, 48",539.99,1
"Reflex Presentations","SO61228",2013-01-08,"Road-750 Black, 48",323.99,1
"Mersey Docks","SO61214",2013-01-08,"Road-750 Black, 48",323.99,1
"NECX Direct","SO61257",2013-01-08,"Road-750 Black, 48",323.99,1
"OutPost Network","SO61234",2013-01-08,"Road-750 Black, 48",323.99,1
"Editor","SO61174",2013-01-08,"Road-750 Black, 48",323.99,1
"Filene’s","SO61243",2013-01-08,"Road-750 Black, 48",647.99,2
"Accumedic Systems","SO61247",2013-01-08,"Road-750 Black, 48",647.99,2
"Zitel","SO61215",2013-01-08,"Road-750 Black, 48",647.99,2
"Safetynet","SO61249",2013-01-08,"Road-750 Black, 48",647.99,2
"R2J2","SO61224",2013-01-08,"Road-750 Black, 48",647.99,2
"MATRIX","SO61240",2013-01-08,"Road-750 Black, 48",647.99,2
"Ra Co Amo","SO61266",2013-01-08,"Road-750 Black, 48",647.99,2
"Deere and Company","SO61236",2013-01-08,"Road-750 Black, 48",971.98,3
"Acacia","SO61193",2013-01-08,"Road-750 Black, 48","1,295.98",4
"KENROB and Associates","SO61179",2013-01-08,"Road-750 Black, 48","1,295.98",4
"Idyllwild","SO61210",2013-01-08,"Road-750 Black, 48","1,295.98",4
"Iconation","SO61238",2013-01-08,"Road-750 Black, 48","1,295.98",4
"Elucidex","SO61195",2013-01-08,"Road-750 Black, 48","1,619.97",5
"GammaGraphX (GGX)","SO61204",2013-01-08,"Road-750 Black, 48","1,619.97",5
"E Corp.","SO61189",2013-01-08,"Road-750 Black, 48","1,619.97",5
"ACRON","SO61264",2013-01-08,"Road-750 Black, 48","2,591.95",8
"Trust Company of Georgia","SO61227",2013-01-08,"Road-750 Black, 48","2,591.95",8
"Ian, Baker","SO61530",2013-01-12,"Road-750 Black, 48",539.99,1
"Andrea, Sanchez","SO61591",2013-01-13,"Road-750 Black, 48",539.99,1
"Deborah, Deng","SO61731",2013-01-15,"Road-750 Black, 48",539.99,1
"Thomas, Lee","SO61777",2013-01-16,"Road-750 Black, 48",539.99,1
"Meghan, Sanz","SO61782",2013-01-16,"Road-750 Black, 48",539.99,1
"Nicole, Watson","SO61850",2013-01-17,"Road-750 Black, 48",539.99,1
"Kendra, Gomez","SO61921",2013-01-18,"Road-750 Black, 48",539.99,1
"Curtis, Wu","SO62149",2013-01-22,"Road-750 Black, 48",539.99,1
"Shawna, Rai","SO62153",2013-01-22,"Road-750 Black, 48",539.99,1
"Barbara, Zeng","SO62231",2013-01-23,"Road-750 Black, 48",539.99,1
"Leonard, Xie","SO62229",2013-01-23,"Road-750 Black, 48",539.99,1
"Caleb, Nelson","SO62337",2013-01-25,"Road-750 Black, 48",539.99,1
"Jesse, Brooks","SO62391",2013-01-26,"Road-750 Black, 48",539.99,1
"Barbara, Lal","SO62394",2013-01-26,"Road-750 Black, 48",539.99,1
"Alexis, Coleman","SO62467",2013-01-27,"Road-750 Black, 48",539.99,1
"Andrew, Garcia","SO62462",2013-01-27,"Road-750 Black, 48",539.99,1
"Francis, Moreno","SO62466",2013-01-27,"Road-750 Black, 48",539.99,1
"Cody, Rogers","SO62748",2013-02-01,"Road-750 Black, 48",539.99,1
"Barbara, Ma","SO62814",2013-02-02,"Road-750 Black, 48",539.99,1
"Cindy, Sai","SO62998",2013-02-05,"Road-750 Black, 48",539.99,1
"Alfredo, Alonso","SO63002",2013-02-05,"Road-750 Black, 48",539.99,1
"Billy, Blanco","SO63060",2013-02-06,"Road-750 Black, 48",539.99,1
"Active","SO63192",2013-02-08,"Road-750 Black, 48",323.99,1
"Talkland","SO63138",2013-02-08,"Road-750 Black, 48",323.99,1
"Bezeq","SO63199",2013-02-08,"Road-750 Black, 48",323.99,1
"FICOM","SO63259",2013-02-08,"Road-750 Black, 48",323.99,1
"ACS  Shop","SO63249",2013-02-08,"Road-750 Black, 48",323.99,1
"A-ARVIN Laser Resources","SO63191",2013-02-08,"Road-750 Black, 48",323.99,1
"IBVA","SO63173",2013-02-08,"Road-750 Black, 48",323.99,1
"Pace","SO63144",2013-02-08,"Road-750 Black, 48",323.99,1
"Litton","SO63132",2013-02-08,"Road-750 Black, 48",323.99,1
"A&R Partners","SO63130",2013-02-08,"Road-750 Black, 48",323.99,1
"R&R Group","SO63136",2013-02-08,"Road-750 Black, 48",323.99,1
"WBM Group","SO63254",2013-02-08,"Road-750 Black, 48",323.99,1
"LiveWire BBS and   Favourite Links","SO63181",2013-02-08,"Road-750 Black, 48",323.99,1
"Lacey, Zheng","SO63360",2013-02-08,"Road-750 Black, 48",539.99,1
"Brandon, Wilson","SO63354",2013-02-08,"Road-750 Black, 48",539.99,1
"Bell Canada Enterprises","SO63196",2013-02-08,"Road-750 Black, 48",647.99,2
"PagePoint","SO63127",2013-02-08,"Road-750 Black, 48",647.99,2
"Acc Tonec","SO63155",2013-02-08,"Road-750 Black, 48",647.99,2
"Rdlabs","SO63257",2013-02-08,"Road-750 Black, 48",971.98,3
"EMC","SO63262",2013-02-08,"Road-750 Black, 48",971.98,3
"Page Research","SO63263",2013-02-08,"Road-750 Black, 48",971.98,3
"NBTel","SO63195",2013-02-08,"Road-750 Black, 48",971.98,3
"Debian","SO63224",2013-02-08,"Road-750 Black, 48",971.98,3
"Abbotsbury","SO63285",2013-02-08,"Road-750 Black, 48",971.98,3
"High  Logistics (HTL)","SO63223",2013-02-08,"Road-750 Black, 48",971.98,3
"hesketh.com","SO63213",2013-02-08,"Road-750 Black, 48","1,295.98",4
"iBEAM","SO63219",2013-02-08,"Road-750 Black, 48","1,295.98",4
"Zilog","SO63210",2013-02-08,"Road-750 Black, 48","1,295.98",4
"Salamander Junction","SO63174",2013-02-08,"Road-750 Black, 48","1,619.97",5
"DDR","SO63237",2013-02-08,"Road-750 Black, 48","1,619.97",5
"ActionWorld","SO63279",2013-02-08,"Road-750 Black, 48","1,619.97",5
"Accent Interactive","SO63228",2013-02-08,"Road-750 Black, 48","2,267.96",7
"David Spencer Ltd.","SO63175",2013-02-08,"Road-750 Black, 48","2,915.95",9
"Juan, Kelly","SO63412",2013-02-09,"Road-750 Black, 48",539.99,1
"Carlos, Cook","SO63419",2013-02-09,"Road-750 Black, 48",539.99,1
"Warren, Kumar","SO63477",2013-02-10,"Road-750 Black, 48",539.99,1
"Jimmy, Gill","SO63478",2013-02-10,"Road-750 Black, 48",539.99,1
"Rachael, Fernandez","SO63753",2013-02-14,"Road-750 Black, 48",539.99,1
"Arturo, Raji","SO63754",2013-02-14,"Road-750 Black, 48",539.99,1
"Grant, Raje","SO63734",2013-02-14,"Road-750 Black, 48",539.99,1
"Franklin, Huang","SO63815",2013-02-15,"Road-750 Black, 48",539.99,1
"Zoe, Reed","SO63940",2013-02-17,"Road-750 Black, 48",539.99,1
"Sabrina, Carlson","SO63943",2013-02-17,"Road-750 Black, 48",539.99,1
"Jasmine, Davis","SO63988",2013-02-18,"Road-750 Black, 48",539.99,1
"Valerie, Xu","SO64045",2013-02-19,"Road-750 Black, 48",539.99,1
"Richard, Lee","SO64053",2013-02-19,"Road-750 Black, 48",539.99,1
"Riley, Blue","SO64112",2013-02-20,"Road-750 Black, 48",539.99,1
"Teresa, Gomez","SO64225",2013-02-22,"Road-750 Black, 48",539.99,1
"Eugene, Zheng","SO64293",2013-02-23,"Road-750 Black, 48",539.99,1
"Xavier, Mitchell","SO64287",2013-02-23,"Road-750 Black, 48",539.99,1
"Caleb, Green","SO64368",2013-02-24,"Road-750 Black, 48",539.99,1
"Alyssa, Perry","SO64369",2013-02-24,"Road-750 Black, 48",539.99,1
"Eduardo, Lopez","SO64367",2013-02-24,"Road-750 Black, 48",539.99,1
"Albert, Dominguez","SO64448",2013-02-25,"Road-750 Black, 48",539.99,1
"Jackson, Patterson","SO64605",2013-02-27,"Road-750 Black, 48",539.99,1
"Jose, Zhang","SO64673",2013-02-28,"Road-750 Black, 48",539.99,1
"Bonnie, Beck","SO64661",2013-02-28,"Road-750 Black, 48",539.99,1
"Melanie, Cooper","SO64724",2013-03-01,"Road-750 Black, 48",539.99,1
"Richard, White","SO64782",2013-03-02,"Road-750 Black, 48",539.99,1
"Jamie, Rubio","SO64785",2013-03-02,"Road-750 Black, 48",539.99,1
"Kyle, Flores","SO64941",2013-03-05,"Road-750 Black, 48",539.99,1
"Thomas, Johnson","SO65019",2013-03-06,"Road-750 Black, 48",539.99,1
"Autumn, He","SO65085",2013-03-07,"Road-750 Black, 48",539.99,1
"Allen, Sai","SO65086",2013-03-07,"Road-750 Black, 48",539.99,1
"HarveyOpolis","SO65276",2013-03-09,"Road-750 Black, 48",323.99,1
"East","SO65215",2013-03-09,"Road-750 Black, 48",323.99,1
"FiberPlex","SO65210",2013-03-09,"Road-750 Black, 48",647.99,2
"EDC S","SO65251",2013-03-09,"Road-750 Black, 48",647.99,2
"Unimedya","SO65300",2013-03-09,"Road-750 Black, 48",647.99,2
"TECC","SO65248",2013-03-09,"Road-750 Black, 48",647.99,2
"PING","SO65256",2013-03-09,"Road-750 Black, 48",647.99,2
"Illuminati","SO65211",2013-03-09,"Road-750 Black, 48",647.99,2
"Échange CAC Exchange","SO65310",2013-03-09,"Road-750 Black, 48",971.98,3
"Patton Enterprises","SO65237",2013-03-09,"Road-750 Black, 48",971.98,3
"Science Applications International (SAIC)","SO65173",2013-03-09,"Road-750 Black, 48",971.98,3
"Yurie Systems","SO65178",2013-03-09,"Road-750 Black, 48",971.98,3
"Ilog","SO65181",2013-03-09,"Road-750 Black, 48",971.98,3
"Hill and Knowlton, Inc.","SO65307",2013-03-09,"Road-750 Black, 48","1,295.98",4
"AC&E","SO65236",2013-03-09,"Road-750 Black, 48","1,295.98",4
"ySecret","SO65156",2013-03-09,"Road-750 Black, 48","1,295.98",4
"Overdreams","SO65322",2013-03-09,"Road-750 Black, 48","1,295.98",4
"DEAC","SO65170",2013-03-09,"Road-750 Black, 48","1,295.98",4
"Healtheon","SO65167",2013-03-09,"Road-750 Black, 48","1,619.97",5
"Teca-Print","SO65205",2013-03-09,"Road-750 Black, 48","1,619.97",5
"Helius","SO65160",2013-03-09,"Road-750 Black, 48","1,943.96",6
"T.F.C.","SO65271",2013-03-09,"Road-750 Black, 48","2,267.96",7
"U.S. West","SO65226",2013-03-09,"Road-750 Black, 48","2,267.96",7
"Sun Microsystems","SO65177",2013-03-09,"Road-750 Black, 48","3,376.23",11
"Paperless  Group","SO65253",2013-03-09,"Road-750 Black, 48","3,376.23",11
"Morgan, Cooper","SO65551",2013-03-12,"Road-750 Black, 48",539.99,1
"Mya, Hayes","SO65618",2013-03-13,"Road-750 Black, 48",539.99,1
"Clifford, Lopez","SO65612",2013-03-13,"Road-750 Black, 48",539.99,1
"Gloria, Gonzales","SO65675",2013-03-14,"Road-750 Black, 48",539.99,1
"Byron, Gomez","SO65677",2013-03-14,"Road-750 Black, 48",539.99,1
"Melanie, Flores","SO65793",2013-03-16,"Road-750 Black, 48",539.99,1
"Dakota, Flores","SO65791",2013-03-16,"Road-750 Black, 48",539.99,1
"Alex, Rogers","SO65792",2013-03-16,"Road-750 Black, 48",539.99,1
"Renee, Alonso","SO65780",2013-03-16,"Road-750 Black, 48",539.99,1
"Robyn, Blanco","SO65782",2013-03-16,"Road-750 Black, 48",539.99,1
"Jay, Browning","SO65779",2013-03-16,"Road-750 Black, 48",539.99,1
"Ian, Richardson","SO65874",2013-03-17,"Road-750 Black, 48",539.99,1
"Stephanie, Peterson","SO65862",2013-03-17,"Road-750 Black, 48",539.99,1
"Vanessa, Flores","SO65863",2013-03-17,"Road-750 Black, 48",539.99,1
"Brianna, Flores","SO66007",2013-03-19,"Road-750 Black, 48",539.99,1
"Omar, Tang","SO66074",2013-03-20,"Road-750 Black, 48",539.99,1
"Katherine, Long","SO66309",2013-03-24,"Road-750 Black, 48",539.99,1
"Ryan, Martinez","SO66312",2013-03-24,"Road-750 Black, 48",539.99,1
"Seth, Walker","SO66306",2013-03-24,"Road-750 Black, 48",539.99,1
"Isabella, Murphy","SO66430",2013-03-26,"Road-750 Black, 48",539.99,1
"Orlando, Romero","SO66499",2013-03-27,"Road-750 Black, 48",539.99,1
"Emma, Thomas","SO66556",2013-03-28,"Road-750 Black, 48",539.99,1
"Madison, Ross","SO66555",2013-03-28,"Road-750 Black, 48",539.99,1
"Abigail, Diaz","SO66635",2013-03-29,"Road-750 Black, 48",539.99,1
"Karl, Chander","SO66628",2013-03-29,"Road-750 Black, 48",539.99,1
"Alisha, Nara","SO66636",2013-03-29,"Road-750 Black, 48",539.99,1
"Amanda, Peterson","SO66757",2013-03-31,"Road-750 Black, 48",539.99,1
"Angela, Peterson","SO66877",2013-04-02,"Road-750 Black, 48",539.99,1
"Corey, Andersen","SO66879",2013-04-02,"Road-750 Black, 48",539.99,1
"Gabrielle, Murphy","SO66878",2013-04-02,"Road-750 Black, 48",539.99,1
"Katherine, Reed","SO66938",2013-04-03,"Road-750 Black, 48",539.99,1
"Keith, Chander","SO66928",2013-04-03,"Road-750 Black, 48",539.99,1
"Fernando, Edwards","SO67008",2013-04-04,"Road-750 Black, 48",539.99,1
"Bonnie, Tang","SO67140",2013-04-06,"Road-750 Black, 48",539.99,1
"Marie, Malhotra","SO67199",2013-04-07,"Road-750 Black, 48",539.99,1
"Jordan, Young","SO67254",2013-04-08,"Road-750 Black, 48",539.99,1
"Deere and Company","SO67290",2013-04-09,"Road-750 Black, 48",323.99,1
"Zitel","SO67288",2013-04-09,"Road-750 Black, 48",323.99,1
"R2J2","SO67271",2013-04-09,"Road-750 Black, 48",323.99,1
"Kristen, Wu","SO67410",2013-04-09,"Road-750 Black, 48",539.99,1
"Nancy, Subram","SO67393",2013-04-09,"Road-750 Black, 48",539.99,1
"T3West","SO67339",2013-04-09,"Road-750 Black, 48",647.99,2
"Mersey Docks","SO67308",2013-04-09,"Road-750 Black, 48",647.99,2
"NECX Direct","SO67331",2013-04-09,"Road-750 Black, 48",647.99,2
"OutPost Network","SO67332",2013-04-09,"Road-750 Black, 48",647.99,2
"Safetynet","SO67333",2013-04-09,"Road-750 Black, 48",647.99,2
"Editor","SO67262",2013-04-09,"Road-750 Black, 48",647.99,2
"Ra Co Amo","SO67315",2013-04-09,"Road-750 Black, 48",647.99,2
"E Corp.","SO67280",2013-04-09,"Road-750 Black, 48",647.99,2
"Acacia","SO67292",2013-04-09,"Road-750 Black, 48",971.98,3
"Trust Company of Georgia","SO67287",2013-04-09,"Road-750 Black, 48",971.98,3
"Iconation","SO67343",2013-04-09,"Road-750 Black, 48",971.98,3
"Elucidex","SO67294",2013-04-09,"Road-750 Black, 48","1,295.98",4
"Filene’s","SO67325",2013-04-09,"Road-750 Black, 48","1,943.96",6
"XVT","SO67270",2013-04-09,"Road-750 Black, 48","1,943.96",6
"MATRIX","SO67327",2013-04-09,"Road-750 Black, 48","1,943.96",6
"Reflex Presentations","SO67349",2013-04-09,"Road-750 Black, 48","2,267.96",7
"ACRON","SO67320",2013-04-09,"Road-750 Black, 48","3,239.94",10
"KENROB and Associates","SO67304",2013-04-09,"Road-750 Black, 48","3,376.23",11
"GammaGraphX (GGX)","SO67268",2013-04-09,"Road-750 Black, 48","4,514.32",16
"Lane, Sacksteder","SO67475",2013-04-10,"Road-750 Black, 48",539.99,1
"Jessica, Smith","SO67563",2013-04-11,"Road-750 Black, 48",539.99,1
"Christopher, Moore","SO67565",2013-04-11,"Road-750 Black, 48",539.99,1
"Katherine, Anderson","SO67638",2013-04-12,"Road-750 Black, 48",539.99,1
"Seth, Murphy","SO67628",2013-04-12,"Road-750 Black, 48",539.99,1
"Lindsey, Deng","SO67694",2013-04-13,"Road-750 Black, 48",539.99,1
"Julia, Ward","SO67754",2013-04-14,"Road-750 Black, 48",539.99,1
"Blake, Carter","SO67763",2013-04-14,"Road-750 Black, 48",539.99,1
"Cassidy, Gonzales","SO67897",2013-04-16,"Road-750 Black, 48",539.99,1
"Joan, Martin","SO67891",2013-04-16,"Road-750 Black, 48",539.99,1
"Isabella, Brown","SO67950",2013-04-17,"Road-750 Black, 48",539.99,1
"Paige, Rogers","SO68022",2013-04-18,"Road-750 Black, 48",539.99,1
"Cristina, She","SO68020",2013-04-18,"Road-750 Black, 48",539.99,1
"Melvin, Jai","SO68014",2013-04-18,"Road-750 Black, 48",539.99,1
"Brittney, Hu","SO68083",2013-04-19,"Road-750 Black, 48",539.99,1
"Mandy, Liang","SO68196",2013-04-21,"Road-750 Black, 48",539.99,1
"Jocelyn, Powell","SO68257",2013-04-22,"Road-750 Black, 48",539.99,1
"Rebekah, Kovár","SO68333",2013-04-23,"Road-750 Black, 48",539.99,1
"Victor, Moreno","SO68463",2013-04-25,"Road-750 Black, 48",539.99,1
"Sydney, Evans","SO68459",2013-04-25,"Road-750 Black, 48",539.99,1
"Jordyn, Ross","SO68457",2013-04-25,"Road-750 Black, 48",539.99,1
"Preston, Madan","SO68528",2013-04-26,"Road-750 Black, 48",539.99,1
"Christy, Wu","SO68521",2013-04-26,"Road-750 Black, 48",539.99,1
"Alexandra, Rodriguez","SO68612",2013-04-27,"Road-750 Black, 48",539.99,1
"Elijah, Jai","SO68675",2013-04-28,"Road-750 Black, 48",539.99,1
"Seth, Jones","SO68670",2013-04-28,"Road-750 Black, 48",539.99,1
"Jeremy, Baker","SO68671",2013-04-28,"Road-750 Black, 48",539.99,1
"Lauren, Garcia","SO68730",2013-04-29,"Road-750 Black, 48",539.99,1
"Barry, Prasad","SO68882",2013-05-01,"Road-750 Black, 48",539.99,1
"Javier, Ramos","SO69012",2013-05-03,"Road-750 Black, 48",539.99,1
"Tracy, Raje","SO69020",2013-05-03,"Road-750 Black, 48",539.99,1
"Leonard, Shen","SO69002",2013-05-03,"Road-750 Black, 48",539.99,1
"Trisha, Lu","SO69003",2013-05-03,"Road-750 Black, 48",539.99,1
"Micah, Zeng","SO69001",2013-05-03,"Road-750 Black, 48",539.99,1
"Virginia, Rana","SO69155",2013-05-05,"Road-750 Black, 48",539.99,1
"Carson, Hughes","SO69232",2013-05-06,"Road-750 Black, 48",539.99,1
"Lindsey, Nath","SO69306",2013-05-07,"Road-750 Black, 48",539.99,1
"Teresa, Vazquez","SO69387",2013-05-08,"Road-750 Black, 48",539.99,1
"hesketh.com","SO69441",2013-05-09,"Road-750 Black, 48",323.99,1
"Talkland","SO69400",2013-05-09,"Road-750 Black, 48",323.99,1
"Bezeq","SO69489",2013-05-09,"Road-750 Black, 48",323.99,1
"Capitolnet Marketing Group (CMG)","SO69514",2013-05-09,"Road-750 Black, 48",323.99,1
"A-ARVIN Laser Resources","SO69416",2013-05-09,"Road-750 Black, 48",323.99,1
"IBVA","SO69461",2013-05-09,"Road-750 Black, 48",323.99,1
"Litton","SO69478",2013-05-09,"Road-750 Black, 48",323.99,1
"A&R Partners","SO69474",2013-05-09,"Road-750 Black, 48",323.99,1
"LiveWire BBS and   Favourite Links","SO69465",2013-05-09,"Road-750 Black, 48",323.99,1
"Xavier, Bailey","SO69649",2013-05-09,"Road-750 Black, 48",539.99,1
"Bonnie, Nara","SO69650",2013-05-09,"Road-750 Black, 48",539.99,1
"PageWeavers","SO69401",2013-05-09,"Road-750 Black, 48",647.99,2
"Active","SO69411",2013-05-09,"Road-750 Black, 48",647.99,2
"A-02-Z Solutions","SO69466",2013-05-09,"Road-750 Black, 48",647.99,2
"PagePoint","SO69396",2013-05-09,"Road-750 Black, 48",647.99,2
"EMC","SO69515",2013-05-09,"Road-750 Black, 48",647.99,2
"Acc Tonec","SO69417",2013-05-09,"Road-750 Black, 48",647.99,2
"ABSolute","SO69409",2013-05-09,"Road-750 Black, 48",647.99,2
"DDR","SO69448",2013-05-09,"Road-750 Black, 48",647.99,2
"Zilog","SO69429",2013-05-09,"Road-750 Black, 48",647.99,2
"Pace","SO69405",2013-05-09,"Road-750 Black, 48",647.99,2
"David Spencer Ltd.","SO69462",2013-05-09,"Road-750 Black, 48",647.99,2
"WBM Group","SO69554",2013-05-09,"Road-750 Black, 48",647.99,2
"Tao Group","SO69450",2013-05-09,"Road-750 Black, 48",647.99,2
"Rdlabs","SO69503",2013-05-09,"Road-750 Black, 48",971.98,3
